"GEO_ID","B25064_001E","B25064_001M","NAME"
"1400000US06037208720","765","35","Census Tract 2087.20, Los Angeles County, California"
"1400000US06037208801","745","127","Census Tract 2088.01, Los Angeles County, California"
"1400000US06037208802","795","44","Census Tract 2088.02, Los Angeles County, California"
"1400000US06037208902","775","50","Census Tract 2089.02, Los Angeles County, California"
"1400000US06037208903","817","55","Census Tract 2089.03, Los Angeles County, California"
"1400000US06037208904","702","27","Census Tract 2089.04, Los Angeles County, California"
"1400000US06037209102","751","27","Census Tract 2091.02, Los Angeles County, California"
"1400000US06037209103","747","64","Census Tract 2091.03, Los Angeles County, California"
"1400000US06037209104","714","54","Census Tract 2091.04, Los Angeles County, California"
"1400000US06037209200","799","145","Census Tract 2092, Los Angeles County, California"
"1400000US06037209300","827","83","Census Tract 2093, Los Angeles County, California"
"1400000US06037209401","743","42","Census Tract 2094.01, Los Angeles County, California"
"1400000US06037209402","755","40","Census Tract 2094.02, Los Angeles County, California"
"1400000US06037209403","694","70","Census Tract 2094.03, Los Angeles County, California"
"1400000US06037209510","786","46","Census Tract 2095.10, Los Angeles County, California"
"1400000US06037209520","780","125","Census Tract 2095.20, Los Angeles County, California"
"1400000US06037209810","617","96","Census Tract 2098.10, Los Angeles County, California"
"1400000US06037209820","782","134","Census Tract 2098.20, Los Angeles County, California"
"1400000US06037210010","596","103","Census Tract 2100.10, Los Angeles County, California"
"1400000US06037211000","1398","368","Census Tract 2110, Los Angeles County, California"
"1400000US06037211120","1146","88","Census Tract 2111.20, Los Angeles County, California"
"1400000US06037211121","1168","94","Census Tract 2111.21, Los Angeles County, California"
"1400000US06037211122","1099","88","Census Tract 2111.22, Los Angeles County, California"
"1400000US06037211201","1046","47","Census Tract 2112.01, Los Angeles County, California"
"1400000US06037211202","778","85","Census Tract 2112.02, Los Angeles County, California"
"1400000US06037211310","866","56","Census Tract 2113.10, Los Angeles County, California"
"1400000US06037211320","739","34","Census Tract 2113.20, Los Angeles County, California"
"1400000US06037211410","895","54","Census Tract 2114.10, Los Angeles County, California"
"1400000US06037211420","890","69","Census Tract 2114.20, Los Angeles County, California"
"1400000US06037211500","1037","87","Census Tract 2115, Los Angeles County, California"
"1400000US06037211701","1389","62","Census Tract 2117.01, Los Angeles County, California"
"1400000US06037211703","974","74","Census Tract 2117.03, Los Angeles County, California"
"1400000US06037211704","1040","89","Census Tract 2117.04, Los Angeles County, California"
"1400000US06037211802","882","37","Census Tract 2118.02, Los Angeles County, California"
"1400000US06037211803","1086","65","Census Tract 2118.03, Los Angeles County, California"
"1400000US06037211804","1036","68","Census Tract 2118.04, Los Angeles County, California"
"1400000US06037211910","964","64","Census Tract 2119.10, Los Angeles County, California"
"1400000US06037211921","952","56","Census Tract 2119.21, Los Angeles County, California"
"1400000US06037211922","1068","124","Census Tract 2119.22, Los Angeles County, California"
"1400000US06037212101","900","334","Census Tract 2121.01, Los Angeles County, California"
"1400000US06037212102","871","70","Census Tract 2121.02, Los Angeles County, California"
"1400000US06037212202","817","94","Census Tract 2122.02, Los Angeles County, California"
"1400000US06037212203","641","73","Census Tract 2122.03, Los Angeles County, California"
"1400000US06037212204","751","115","Census Tract 2122.04, Los Angeles County, California"
"1400000US06037212303","802","88","Census Tract 2123.03, Los Angeles County, California"
"1400000US06037212304","826","53","Census Tract 2123.04, Los Angeles County, California"
"1400000US06037212305","900","71","Census Tract 2123.05, Los Angeles County, California"
"1400000US06037212306","1050","71","Census Tract 2123.06, Los Angeles County, California"
"1400000US06037212410","1125","79","Census Tract 2124.10, Los Angeles County, California"
"1400000US06037212420","908","71","Census Tract 2124.20, Los Angeles County, California"
"1400000US06037212501","993","83","Census Tract 2125.01, Los Angeles County, California"
"1400000US06037212502","1078","90","Census Tract 2125.02, Los Angeles County, California"
"1400000US06037212610","917","42","Census Tract 2126.10, Los Angeles County, California"
"1400000US06037212620","1047","43","Census Tract 2126.20, Los Angeles County, California"
"1400000US06037212701","1183","147","Census Tract 2127.01, Los Angeles County, California"
"1400000US06037212702","1485","188","Census Tract 2127.02, Los Angeles County, California"
"1400000US06037212800","1156","134","Census Tract 2128, Los Angeles County, California"
"1400000US06037212900","805","66","Census Tract 2129, Los Angeles County, California"
"1400000US06037213100","967","223","Census Tract 2131, Los Angeles County, California"
"1400000US06037213201","860","45","Census Tract 2132.01, Los Angeles County, California"
"1400000US06037213202","901","75","Census Tract 2132.02, Los Angeles County, California"
"1400000US06037213310","863","62","Census Tract 2133.10, Los Angeles County, California"
"1400000US06037213320","727","75","Census Tract 2133.20, Los Angeles County, California"
"1400000US06037213401","875","36","Census Tract 2134.01, Los Angeles County, California"
"1400000US06037213402","904","63","Census Tract 2134.02, Los Angeles County, California"
"1400000US06037214000","2,000+","***","Census Tract 2140, Los Angeles County, California"
"1400000US06037214100","2,000+","***","Census Tract 2141, Los Angeles County, California"
"1400000US06037214400","1683","115","Census Tract 2144, Los Angeles County, California"
"1400000US06037214501","2,000+","***","Census Tract 2145.01, Los Angeles County, California"
"1400000US06037214502","1922","88","Census Tract 2145.02, Los Angeles County, California"
"1400000US06037214503","1915","89","Census Tract 2145.03, Los Angeles County, California"
"1400000US06037214600","1612","112","Census Tract 2146, Los Angeles County, California"
"1400000US06037214700","1486","466","Census Tract 2147, Los Angeles County, California"
"1400000US06037214800","1422","105","Census Tract 2148, Los Angeles County, California"
"1400000US06037214901","1691","138","Census Tract 2149.01, Los Angeles County, California"
"1400000US06037214902","1629","145","Census Tract 2149.02, Los Angeles County, California"
"1400000US06037215101","1271","120","Census Tract 2151.01, Los Angeles County, California"
"1400000US06037215102","1396","69","Census Tract 2151.02, Los Angeles County, California"
"1400000US06037216100","1695","234","Census Tract 2161, Los Angeles County, California"
"1400000US06037216200","1342","95","Census Tract 2162, Los Angeles County, California"
"1400000US06037216300","1230","101","Census Tract 2163, Los Angeles County, California"
"1400000US06037216401","1306","142","Census Tract 2164.01, Los Angeles County, California"
"1400000US06037216402","1397","290","Census Tract 2164.02, Los Angeles County, California"
"1400000US06037216700","1250","138","Census Tract 2167, Los Angeles County, California"
"1400000US06037216800","1812","278","Census Tract 2168, Los Angeles County, California"
"1400000US06037216900","1327","172","Census Tract 2169, Los Angeles County, California"
"1400000US06037217001","1551","196","Census Tract 2170.01, Los Angeles County, California"
"1400000US06037217002","1399","117","Census Tract 2170.02, Los Angeles County, California"
"1400000US06037217100","1027","100","Census Tract 2171, Los Angeles County, California"
"1400000US06037217200","1104","142","Census Tract 2172, Los Angeles County, California"
"1400000US06037218110","934","195","Census Tract 2181.10, Los Angeles County, California"
"1400000US06037218120","957","89","Census Tract 2181.20, Los Angeles County, California"
"1400000US06037218210","954","110","Census Tract 2182.10, Los Angeles County, California"
"1400000US06037218220","985","113","Census Tract 2182.20, Los Angeles County, California"
"1400000US06037218300","1054","122","Census Tract 2183, Los Angeles County, California"
"1400000US06037218400","947","74","Census Tract 2184, Los Angeles County, California"
"1400000US06037218500","1056","141","Census Tract 2185, Los Angeles County, California"
"1400000US06037218600","1082","118","Census Tract 2186, Los Angeles County, California"
"1400000US06037218701","908","120","Census Tract 2187.01, Los Angeles County, California"
"1400000US06037218702","844","116","Census Tract 2187.02, Los Angeles County, California"
"1400000US06037218800","1043","165","Census Tract 2188, Los Angeles County, California"
"1400000US06037218900","898","70","Census Tract 2189, Los Angeles County, California"
"1400000US06037219010","871","116","Census Tract 2190.10, Los Angeles County, California"
"1400000US06037219020","935","137","Census Tract 2190.20, Los Angeles County, California"
"1400000US06037219300","969","120","Census Tract 2193, Los Angeles County, California"
"1400000US06037219500","968","115","Census Tract 2195, Los Angeles County, California"
"1400000US06037219700","950","66","Census Tract 2197, Los Angeles County, California"
"1400000US06037219800","922","79","Census Tract 2198, Los Angeles County, California"
"1400000US06037219901","969","56","Census Tract 2199.01, Los Angeles County, California"
"1400000US06037219902","997","125","Census Tract 2199.02, Los Angeles County, California"
"1400000US06037220000","925","34","Census Tract 2200, Los Angeles County, California"
"1400000US06037220100","332","227","Census Tract 2201, Los Angeles County, California"
"1400000US06037221110","658","55","Census Tract 2211.10, Los Angeles County, California"
"1400000US06037221120","967","95","Census Tract 2211.20, Los Angeles County, California"
"1400000US06037221210","904","99","Census Tract 2212.10, Los Angeles County, California"
"1400000US06037221220","811","51","Census Tract 2212.20, Los Angeles County, California"
"1400000US06037221302","811","74","Census Tract 2213.02, Los Angeles County, California"
"1400000US06037221303","838","98","Census Tract 2213.03, Los Angeles County, California"
"1400000US06037221304","870","55","Census Tract 2213.04, Los Angeles County, California"
"1400000US06037221401","681","121","Census Tract 2214.01, Los Angeles County, California"
"1400000US06037221402","904","83","Census Tract 2214.02, Los Angeles County, California"
"1400000US06037221500","711","101","Census Tract 2215, Los Angeles County, California"
"1400000US06037221601","876","69","Census Tract 2216.01, Los Angeles County, California"
"1400000US06037221602","746","77","Census Tract 2216.02, Los Angeles County, California"
"1400000US06037221710","824","52","Census Tract 2217.10, Los Angeles County, California"
"1400000US06037221810","918","82","Census Tract 2218.10, Los Angeles County, California"
"1400000US06037221820","1104","214","Census Tract 2218.20, Los Angeles County, California"
"1400000US06037221900","971","155","Census Tract 2219, Los Angeles County, California"
"1400000US06037222001","825","257","Census Tract 2220.01, Los Angeles County, California"
"1400000US06037222002","954","72","Census Tract 2220.02, Los Angeles County, California"
"1400000US06037222100","869","93","Census Tract 2221, Los Angeles County, California"
"1400000US06037222200","770","87","Census Tract 2222, Los Angeles County, California"
"1400000US06037222500","1034","137","Census Tract 2225, Los Angeles County, California"
"1400000US06037222600","902","97","Census Tract 2226, Los Angeles County, California"
"1400000US06037222700","1221","955","Census Tract 2227, Los Angeles County, California"
"1400000US06037224010","549","57","Census Tract 2240.10, Los Angeles County, California"
"1400000US06037224020","678","66","Census Tract 2240.20, Los Angeles County, California"
"1400000US06037224200","577","71","Census Tract 2242, Los Angeles County, California"
"1400000US06037224310","770","67","Census Tract 2243.10, Los Angeles County, California"
"1400000US06037224320","647","83","Census Tract 2243.20, Los Angeles County, California"
"1400000US06037224410","1059","91","Census Tract 2244.10, Los Angeles County, California"
"1400000US06037224420","660","43","Census Tract 2244.20, Los Angeles County, California"
"1400000US06037224600","802","63","Census Tract 2246, Los Angeles County, California"
"1400000US06037224700","1134","268","Census Tract 2247, Los Angeles County, California"
"1400000US06037226001","982","163","Census Tract 2260.01, Los Angeles County, California"
"1400000US06037226002","484","76","Census Tract 2260.02, Los Angeles County, California"
"1400000US06037226410","757","90","Census Tract 2264.10, Los Angeles County, California"
"1400000US06037226420","912","73","Census Tract 2264.20, Los Angeles County, California"
"1400000US06037226700","913","53","Census Tract 2267, Los Angeles County, California"
"1400000US06037227010","1009","110","Census Tract 2270.10, Los Angeles County, California"
"1400000US06037227020","744","132","Census Tract 2270.20, Los Angeles County, California"
"1400000US06037228100","839","45","Census Tract 2281, Los Angeles County, California"
"1400000US06037228210","864","159","Census Tract 2282.10, Los Angeles County, California"
"1400000US06037228220","911","103","Census Tract 2282.20, Los Angeles County, California"
"1400000US06037228310","885","56","Census Tract 2283.10, Los Angeles County, California"
"1400000US06037228320","990","92","Census Tract 2283.20, Los Angeles County, California"
"1400000US06037228410","957","99","Census Tract 2284.10, Los Angeles County, California"
"1400000US06037228420","887","79","Census Tract 2284.20, Los Angeles County, California"
"1400000US06037228500","928","68","Census Tract 2285, Los Angeles County, California"
"1400000US06037228600","944","113","Census Tract 2286, Los Angeles County, California"
"1400000US06037228710","826","100","Census Tract 2287.10, Los Angeles County, California"
"1400000US06037228720","1061","112","Census Tract 2287.20, Los Angeles County, California"
"1400000US06037228800","793","90","Census Tract 2288, Los Angeles County, California"
"1400000US06037228900","530","121","Census Tract 2289, Los Angeles County, California"
"1400000US06037229100","811","233","Census Tract 2291, Los Angeles County, California"
"1400000US06037229200","855","94","Census Tract 2292, Los Angeles County, California"
"1400000US06037229300","939","33","Census Tract 2293, Los Angeles County, California"
"1400000US06037229410","1010","386","Census Tract 2294.10, Los Angeles County, California"
"1400000US06037229420","937","66","Census Tract 2294.20, Los Angeles County, California"
"1400000US06037231100","785","40","Census Tract 2311, Los Angeles County, California"
"1400000US06037231210","922","74","Census Tract 2312.10, Los Angeles County, California"
"1400000US06037231220","811","128","Census Tract 2312.20, Los Angeles County, California"
"1400000US06037231300","1033","90","Census Tract 2313, Los Angeles County, California"
"1400000US06037231400","826","130","Census Tract 2314, Los Angeles County, California"
"1400000US06037231500","918","397","Census Tract 2315, Los Angeles County, California"
"1400000US06037231600","872","96","Census Tract 2316, Los Angeles County, California"
"1400000US06037231710","863","74","Census Tract 2317.10, Los Angeles County, California"
"1400000US06037231720","761","55","Census Tract 2317.20, Los Angeles County, California"
"1400000US06037231800","826","66","Census Tract 2318, Los Angeles County, California"
"1400000US06037231900","825","89","Census Tract 2319, Los Angeles County, California"
"1400000US06037232110","768","83","Census Tract 2321.10, Los Angeles County, California"
"1400000US06037232120","868","77","Census Tract 2321.20, Los Angeles County, California"
"1400000US06037232200","892","113","Census Tract 2322, Los Angeles County, California"
"1400000US06037232300","939","124","Census Tract 2323, Los Angeles County, California"
"1400000US06037232400","887","57","Census Tract 2324, Los Angeles County, California"
"1400000US06037232500","945","120","Census Tract 2325, Los Angeles County, California"
"1400000US06037232600","919","45","Census Tract 2326, Los Angeles County, California"
"1400000US06037232700","841","59","Census Tract 2327, Los Angeles County, California"
"1400000US06037232800","854","73","Census Tract 2328, Los Angeles County, California"
"1400000US06037234000","826","132","Census Tract 2340, Los Angeles County, California"
"1400000US06037234200","1031","290","Census Tract 2342, Los Angeles County, California"
"1400000US06037234300","1049","76","Census Tract 2343, Los Angeles County, California"
"1400000US06037234501","1062","239","Census Tract 2345.01, Los Angeles County, California"
"1400000US06037234502","902","94","Census Tract 2345.02, Los Angeles County, California"
"1400000US06037234600","966","96","Census Tract 2346, Los Angeles County, California"
"1400000US06037234700","918","135","Census Tract 2347, Los Angeles County, California"
"1400000US06037234800","1107","336","Census Tract 2348, Los Angeles County, California"
"1400000US06037234901","785","99","Census Tract 2349.01, Los Angeles County, California"
"1400000US06037234902","826","87","Census Tract 2349.02, Los Angeles County, California"
"1400000US06037235100","1414","226","Census Tract 2351, Los Angeles County, California"
"1400000US06037235201","1214","395","Census Tract 2352.01, Los Angeles County, California"
"1400000US06037235202","990","100","Census Tract 2352.02, Los Angeles County, California"
"1400000US06037236000","1116","364","Census Tract 2360, Los Angeles County, California"
"1400000US06037236100","906","64","Census Tract 2361, Los Angeles County, California"
"1400000US06037236202","929","37","Census Tract 2362.02, Los Angeles County, California"
"1400000US06037236203","912","47","Census Tract 2362.03, Los Angeles County, California"
"1400000US06037236204","939","59","Census Tract 2362.04, Los Angeles County, California"
"1400000US06037236400","1293","122","Census Tract 2364, Los Angeles County, California"
"1400000US06037237101","894","71","Census Tract 2371.01, Los Angeles County, California"
"1400000US06037237102","872","88","Census Tract 2371.02, Los Angeles County, California"
"1400000US06037237201","1038","142","Census Tract 2372.01, Los Angeles County, California"
"1400000US06037237202","891","99","Census Tract 2372.02, Los Angeles County, California"
"1400000US06037237300","929","97","Census Tract 2373, Los Angeles County, California"
"1400000US06037237401","1176","486","Census Tract 2374.01, Los Angeles County, California"
"1400000US06037237402","689","83","Census Tract 2374.02, Los Angeles County, California"
"1400000US06037237500","825","143","Census Tract 2375, Los Angeles County, California"
"1400000US06037237600","851","118","Census Tract 2376, Los Angeles County, California"
"1400000US06037237710","952","89","Census Tract 2377.10, Los Angeles County, California"
"1400000US06037237720","991","158","Census Tract 2377.20, Los Angeles County, California"
"1400000US06037237800","798","408","Census Tract 2378, Los Angeles County, California"
"1400000US06037237900","890","121","Census Tract 2379, Los Angeles County, California"
"1400000US06037238000","1074","322","Census Tract 2380, Los Angeles County, California"
"1400000US06037238100","971","71","Census Tract 2381, Los Angeles County, California"
"1400000US06037238200","966","121","Census Tract 2382, Los Angeles County, California"
"1400000US06037238310","918","57","Census Tract 2383.10, Los Angeles County, California"
"1400000US06037238320","849","62","Census Tract 2383.20, Los Angeles County, California"
"1400000US06037238400","860","56","Census Tract 2384, Los Angeles County, California"
"1400000US06037239201","957","102","Census Tract 2392.01, Los Angeles County, California"
"1400000US06037239202","1005","150","Census Tract 2392.02, Los Angeles County, California"
"1400000US06037239310","840","107","Census Tract 2393.10, Los Angeles County, California"
"1400000US06037239320","861","66","Census Tract 2393.20, Los Angeles County, California"
"1400000US06037239330","1052","145","Census Tract 2393.30, Los Angeles County, California"
"1400000US06037239501","845","172","Census Tract 2395.01, Los Angeles County, California"
"1400000US06037239502","1013","277","Census Tract 2395.02, Los Angeles County, California"
"1400000US06037239601","888","291","Census Tract 2396.01, Los Angeles County, California"
"1400000US06037239602","793","58","Census Tract 2396.02, Los Angeles County, California"
"1400000US06037239701","954","106","Census Tract 2397.01, Los Angeles County, California"
"1400000US06037239702","895","124","Census Tract 2397.02, Los Angeles County, California"
"1400000US06037239801","877","151","Census Tract 2398.01, Los Angeles County, California"
"1400000US06037239802","959","94","Census Tract 2398.02, Los Angeles County, California"
"1400000US06037240010","686","234","Census Tract 2400.10, Los Angeles County, California"
"1400000US06037240020","1082","159","Census Tract 2400.20, Los Angeles County, California"
"1400000US06037240200","988","118","Census Tract 2402, Los Angeles County, California"
"1400000US06037240300","843","80","Census Tract 2403, Los Angeles County, California"
"1400000US06037240401","927","113","Census Tract 2404.01, Los Angeles County, California"
"1400000US06037240402","837","296","Census Tract 2404.02, Los Angeles County, California"
"1400000US06037240500","984","99","Census Tract 2405, Los Angeles County, California"
"1400000US06037240600","939","124","Census Tract 2406, Los Angeles County, California"
"1400000US06037240700","1176","254","Census Tract 2407, Los Angeles County, California"
"1400000US06037240800","1104","119","Census Tract 2408, Los Angeles County, California"
"1400000US06037240900","1031","139","Census Tract 2409, Los Angeles County, California"
"1400000US06037241001","954","236","Census Tract 2410.01, Los Angeles County, California"
"1400000US06037241002","1082","106","Census Tract 2410.02, Los Angeles County, California"
"1400000US06037241110","1257","181","Census Tract 2411.10, Los Angeles County, California"
"1400000US06037241120","1042","97","Census Tract 2411.20, Los Angeles County, California"
"1400000US06037241201","922","234","Census Tract 2412.01, Los Angeles County, California"
"1400000US06037241202","879","136","Census Tract 2412.02, Los Angeles County, California"
"1400000US06037241300","917","301","Census Tract 2413, Los Angeles County, California"
"1400000US06037241400","1610","185","Census Tract 2414, Los Angeles County, California"
"1400000US06037242000","875","201","Census Tract 2420, Los Angeles County, California"
"1400000US06037242100","559","84","Census Tract 2421, Los Angeles County, California"
"1400000US06037242200","799","116","Census Tract 2422, Los Angeles County, California"
"1400000US06037242300","865","125","Census Tract 2423, Los Angeles County, California"
"1400000US06037242600","456","53","Census Tract 2426, Los Angeles County, California"
"1400000US06037242700","815","207","Census Tract 2427, Los Angeles County, California"
"1400000US06037243000","995","276","Census Tract 2430, Los Angeles County, California"
"1400000US06037243100","675","161","Census Tract 2431, Los Angeles County, California"
"1400000US06037261101","2,000+","***","Census Tract 2611.01, Los Angeles County, California"
"1400000US06037261102","2,000+","***","Census Tract 2611.02, Los Angeles County, California"
"1400000US06037261200","2,000+","***","Census Tract 2612, Los Angeles County, California"
"1400000US06037262100","1100","747","Census Tract 2621, Los Angeles County, California"
"1400000US06037262200","1761","110","Census Tract 2622, Los Angeles County, California"
"1400000US06037262301","2,000+","***","Census Tract 2623.01, Los Angeles County, California"
"1400000US06037262302","1665","216","Census Tract 2623.02, Los Angeles County, California"
"1400000US06037262303","2,000+","***","Census Tract 2623.03, Los Angeles County, California"
"1400000US06037262400","2,000+","***","Census Tract 2624, Los Angeles County, California"
"1400000US06037262501","2,000+","***","Census Tract 2625.01, Los Angeles County, California"
"1400000US06037262601","2,000+","***","Census Tract 2626.01, Los Angeles County, California"
"1400000US06037262604","1832","300","Census Tract 2626.04, Los Angeles County, California"
"1400000US06037262704","2,000+","***","Census Tract 2627.04, Los Angeles County, California"
"1400000US06037262706","1867","624","Census Tract 2627.06, Los Angeles County, California"
"1400000US06037262802","2,000+","***","Census Tract 2628.02, Los Angeles County, California"
"1400000US06037264000","2,000+","***","Census Tract 2640, Los Angeles County, California"
"1400000US06037264102","1830","91","Census Tract 2641.02, Los Angeles County, California"
"1400000US06037264103","1729","90","Census Tract 2641.03, Los Angeles County, California"
"1400000US06037264301","1639","76","Census Tract 2643.01, Los Angeles County, California"
"1400000US06037264302","1765","75","Census Tract 2643.02, Los Angeles County, California"
"1400000US06037265100","1919","575","Census Tract 2651, Los Angeles County, California"
"1400000US06037265201","1230","576","Census Tract 2652.01, Los Angeles County, California"
"1400000US06037265202","1757","165","Census Tract 2652.02, Los Angeles County, California"
"1400000US06037265301","-","**","Census Tract 2653.01, Los Angeles County, California"
"1400000US06037265303","1615","131","Census Tract 2653.03, Los Angeles County, California"
"1400000US06037265304","1491","127","Census Tract 2653.04, Los Angeles County, California"
"1400000US06037265305","1319","163","Census Tract 2653.05, Los Angeles County, California"
"1400000US06037265410","1239","1146","Census Tract 2654.10, Los Angeles County, California"
"1400000US06037265420","1790","642","Census Tract 2654.20, Los Angeles County, California"
"1400000US06037265510","1739","50","Census Tract 2655.10, Los Angeles County, California"
"1400000US06037265520","1960","163","Census Tract 2655.20, Los Angeles County, California"
"1400000US06037265601","1796","276","Census Tract 2656.01, Los Angeles County, California"
"1400000US06037265602","2,000+","***","Census Tract 2656.02, Los Angeles County, California"
"1400000US06037265700","1962","441","Census Tract 2657, Los Angeles County, California"
"1400000US06037267100","1752","149","Census Tract 2671, Los Angeles County, California"
"1400000US06037267200","1431","69","Census Tract 2672, Los Angeles County, California"
"1400000US06037267300","1135","75","Census Tract 2673, Los Angeles County, California"
"1400000US06037267402","1426","71","Census Tract 2674.02, Los Angeles County, California"
"1400000US06037267403","1484","135","Census Tract 2674.03, Los Angeles County, California"
"1400000US06037267404","1838","103","Census Tract 2674.04, Los Angeles County, California"
"1400000US06037267501","1253","101","Census Tract 2675.01, Los Angeles County, California"
"1400000US06037267502","1382","195","Census Tract 2675.02, Los Angeles County, California"
"1400000US06037267600","1369","201","Census Tract 2676, Los Angeles County, California"
"1400000US06037267700","1406","92","Census Tract 2677, Los Angeles County, California"
"1400000US06037267800","1364","229","Census Tract 2678, Los Angeles County, California"
"1400000US06037267901","2,000+","***","Census Tract 2679.01, Los Angeles County, California"
"1400000US06037267902","1847","205","Census Tract 2679.02, Los Angeles County, California"
"1400000US06037269000","1763","261","Census Tract 2690, Los Angeles County, California"
"1400000US06037269100","1574","167","Census Tract 2691, Los Angeles County, California"
"1400000US06037269300","1523","287","Census Tract 2693, Los Angeles County, California"
"1400000US06037269500","2,000+","***","Census Tract 2695, Los Angeles County, California"
"1400000US06037269601","1166","212","Census Tract 2696.01, Los Angeles County, California"
"1400000US06037269602","1296","97","Census Tract 2696.02, Los Angeles County, California"
"1400000US06037269700","1249","147","Census Tract 2697, Los Angeles County, California"
"1400000US06037269800","1318","99","Census Tract 2698, Los Angeles County, California"
"1400000US06037269903","1210","78","Census Tract 2699.03, Los Angeles County, California"
"1400000US06037269904","1171","40","Census Tract 2699.04, Los Angeles County, California"
"1400000US06037269905","1200","91","Census Tract 2699.05, Los Angeles County, California"
"1400000US06037269906","1289","115","Census Tract 2699.06, Los Angeles County, California"
"1400000US06037269907","1267","133","Census Tract 2699.07, Los Angeles County, California"
"1400000US06037270100","1224","81","Census Tract 2701, Los Angeles County, California"
"1400000US06037270200","1151","83","Census Tract 2702, Los Angeles County, California"
"1400000US06037270300","1151","335","Census Tract 2703, Los Angeles County, California"
"1400000US06037271100","1845","228","Census Tract 2711, Los Angeles County, California"
"1400000US06037271200","1327","98","Census Tract 2712, Los Angeles County, California"
"1400000US06037271300","1611","272","Census Tract 2713, Los Angeles County, California"
"1400000US06037271400","2,000+","***","Census Tract 2714, Los Angeles County, California"
"1400000US06037271500","1398","127","Census Tract 2715, Los Angeles County, California"
"1400000US06037271600","1424","53","Census Tract 2716, Los Angeles County, California"
"1400000US06037271701","1439","122","Census Tract 2717.01, Los Angeles County, California"
"1400000US06037271702","1370","44","Census Tract 2717.02, Los Angeles County, California"
"1400000US06037271801","1304","71","Census Tract 2718.01, Los Angeles County, California"
"1400000US06037271802","1229","69","Census Tract 2718.02, Los Angeles County, California"
"1400000US06037271901","1356","214","Census Tract 2719.01, Los Angeles County, California"
"1400000US06037271902","1119","54","Census Tract 2719.02, Los Angeles County, California"
"1400000US06037272100","1193","135","Census Tract 2721, Los Angeles County, California"
"1400000US06037272201","1202","132","Census Tract 2722.01, Los Angeles County, California"
"1400000US06037272202","1137","66","Census Tract 2722.02, Los Angeles County, California"
"1400000US06037272301","1295","108","Census Tract 2723.01, Los Angeles County, California"
"1400000US06037272302","1028","76","Census Tract 2723.02, Los Angeles County, California"
"1400000US06037273100","2,000+","***","Census Tract 2731, Los Angeles County, California"
"1400000US06037273200","1352","315","Census Tract 2732, Los Angeles County, California"
"1400000US06037273300","1245","124","Census Tract 2733, Los Angeles County, California"
"1400000US06037273402","1211","76","Census Tract 2734.02, Los Angeles County, California"
"1400000US06037273502","1323","70","Census Tract 2735.02, Los Angeles County, California"
"1400000US06037273600","1689","167","Census Tract 2736, Los Angeles County, California"
"1400000US06037273700","1430","207","Census Tract 2737, Los Angeles County, California"
"1400000US06037273800","1395","164","Census Tract 2738, Los Angeles County, California"
"1400000US06037273902","1870","123","Census Tract 2739.02, Los Angeles County, California"
"1400000US06037274100","2,000+","***","Census Tract 2741, Los Angeles County, California"
"1400000US06037274202","1837","287","Census Tract 2742.02, Los Angeles County, California"
"1400000US06037275101","1428","134","Census Tract 2751.01, Los Angeles County, California"
"1400000US06037275102","1126","96","Census Tract 2751.02, Los Angeles County, California"
"1400000US06037275200","1148","61","Census Tract 2752, Los Angeles County, California"
"1400000US06037275302","2,000+","***","Census Tract 2753.02, Los Angeles County, California"
"1400000US06037275311","1240","144","Census Tract 2753.11, Los Angeles County, California"
"1400000US06037275400","2,000+","***","Census Tract 2754, Los Angeles County, California"
"1400000US06037275500","718","174","Census Tract 2755, Los Angeles County, California"
"1400000US06037275602","1999","153","Census Tract 2756.02, Los Angeles County, California"
"1400000US06037275603","1130","105","Census Tract 2756.03, Los Angeles County, California"
"1400000US06037276000","2,000+","***","Census Tract 2760, Los Angeles County, California"
"1400000US06037276100","1611","77","Census Tract 2761, Los Angeles County, California"
"1400000US06037276400","2,000+","***","Census Tract 2764, Los Angeles County, California"
"1400000US06037276500","1087","298","Census Tract 2765, Los Angeles County, California"
"1400000US06037276601","1615","101","Census Tract 2766.01, Los Angeles County, California"
"1400000US06037276603","1748","120","Census Tract 2766.03, Los Angeles County, California"
"1400000US06037276604","1591","99","Census Tract 2766.04, Los Angeles County, California"
"1400000US06037277000","1993","269","Census Tract 2770, Los Angeles County, California"
"1400000US06037277100","1750","402","Census Tract 2771, Los Angeles County, California"
"1400000US06037277200","1265","128","Census Tract 2772, Los Angeles County, California"
"1400000US06037277400","1171","52","Census Tract 2774, Los Angeles County, California"
"1400000US06037278001","1259","143","Census Tract 2780.01, Los Angeles County, California"
"1400000US06037278102","1950","159","Census Tract 2781.02, Los Angeles County, California"
"1400000US06037291110","860","69","Census Tract 2911.10, Los Angeles County, California"
"1400000US06037291120","863","54","Census Tract 2911.20, Los Angeles County, California"
"1400000US06037291130","900","271","Census Tract 2911.30, Los Angeles County, California"
"1400000US06037291210","1015","140","Census Tract 2912.10, Los Angeles County, California"
"1400000US06037291220","926","107","Census Tract 2912.20, Los Angeles County, California"
"1400000US06037291300","1255","757","Census Tract 2913, Los Angeles County, California"
"1400000US06037292000","1111","70","Census Tract 2920, Los Angeles County, California"
"1400000US06037293201","1025","95","Census Tract 2932.01, Los Angeles County, California"
"1400000US06037293202","959","49","Census Tract 2932.02, Los Angeles County, California"
