"GEO_ID","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","NAME"
"1400000US06037482001","1011","63","22.7","6.6","0.0","3.9","0.0","3.9","70.3","7.1","1.6","2.0","2.7","2.5","2.8","2.5","14.5","4.7","11.9","4.6","1.6","1.7","23.6","5.2","26.3","6.1","48.5","4.7","704","67","30.4","6.6","69.6","6.6","75.4","7.9","12.1","7.1","12.5","7.0","307","80","40.1","17.8","37.5","18.0","2.6","4.2","59.9","17.8","59.9","17.8","0.0","12.2","22.7","(X)","24.3","(X)","18.9","(X)","79107","13150","70568","49282","-","**","-","**","79095","14854","-","**","12411","218745","86136","184309","53977","32221","111944","107807","25000","54838","145048","54260","99773","33566","52083","11629","94583","16882","100625","50896","92174","19082","104107","19462","85938","32792","81719","9696","31691","16669","50515","20861","47321","25075","-","**","12237","38506","12237","38506","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4820.01, Los Angeles County, California"
"1400000US06037482002","2410","126","14.1","5.1","0.6","1.0","1.1","1.7","73.1","5.0","0.0","1.6","10.1","4.6","1.0","1.1","21.5","4.5","4.9","2.6","3.1","2.8","38.4","5.7","33.0","6.0","25.5","4.7","1762","165","55.7","6.5","44.3","6.5","77.6","7.6","20.2","7.2","2.2","2.5","648","171","47.4","13.5","37.3","13.9","10.0","8.9","52.6","13.5","45.8","13.4","6.8","6.1","26.5","(X)","24.6","(X)","31.5","(X)","66179","14800","53854","18850","-","**","-","**","80141","18586","-","**","45820","4055","14554","9514","48783","6624","17875","65106","46953","4173","54479","25593","90706","18953","67685","44883","78676","17860","67097","27736","83688","9888","90966","12101","48250","30186","42880","18465","40926","10328","36074","7841","35337","13823","45664","12861","44241","9554","42269","8475","112917","98671","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4820.02, Los Angeles County, California"
"1400000US06037482101","1467","82","21.1","5.3","0.0","2.7","1.6","2.5","63.5","5.3","0.0","2.7","12.1","5.7","1.8","2.1","31.2","5.6","5.6","2.4","2.2","2.3","33.7","7.8","41.4","7.6","22.7","5.2","1047","117","44.4","7.7","55.6","7.7","78.4","7.1","14.5","6.3","7.1","4.6","420","112","46.9","16.0","41.2","14.3","5.7","5.9","53.1","16.0","32.9","14.5","20.2","15.1","23.8","(X)","18.8","(X)","36.2","(X)","56906","9707","73973","11648","-","**","-","**","57383","8164","-","**","26971","8573","142589","235811","52273","35603","55625","48990","88000","84193","57292","13903","65972","17271","37159","30062","60341","10703","61023","20961","59741","12429","64115","10974","47143","22933","65833","42912","30000","17150","21174","7080","20350","10859","96429","96659","37454","34580","28095","20070","61020","23497","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4821.01, Los Angeles County, California"
"1400000US06037482102","940","55","35.9","7.6","0.0","4.2","0.0","4.2","54.4","7.2","0.0","4.2","7.7","3.7","2.1","2.9","29.5","5.9","14.9","5.8","0.0","4.2","30.6","5.7","44.7","6.5","24.7","6.5","714","88","36.8","8.3","63.2","8.3","63.7","11.2","29.4","11.2","6.9","4.8","226","93","64.6","17.2","64.6","17.2","0.0","16.2","35.4","17.2","23.0","18.3","12.4","12.8","31.0","(X)","27.3","(X)","23.9","(X)","62609","13369","59083","12856","-","**","-","**","53750","26941","-","**","72232","79432","120417","151490","59250","12220","74000","126198","-","**","120071","60682","53913","21570","25789","9123","80962","18278","120107","39497","59750","26836","113625","22486","32188","51889","22188","83214","27171","7046","26852","7403","26852","7403","-","**","55357","71346","14833","27036","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4821.02, Los Angeles County, California"
"1400000US06037482201","1254","49","15.3","7.4","0.0","3.1","0.0","3.1","76.0","7.8","0.0","3.1","8.0","5.4","0.7","1.1","16.4","5.9","7.6","6.1","0.0","3.1","33.8","10.1","39.4","11.1","26.8","6.9","966","112","42.5","9.1","57.5","9.1","72.5","9.1","17.8","7.7","9.7","7.4","288","101","50.0","19.4","44.1","19.4","5.9","5.6","50.0","19.4","34.4","18.4","15.6","14.5","22.8","(X)","25.2","(X)","14.9","(X)","52216","10947","32500","38080","-","**","-","**","50750","17644","-","**","78839","35758","-","**","78393","45739","32841","47290","-","**","66563","21638","55991","4415","15556","4764","55905","6963","60125","38476","53401","8406","57083","12426","55000","36560","34189","19362","11290","3431","13750","30059","12083","42421","19432","51686","8869","2548","9137","1775","2,500-","***","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4822.01, Los Angeles County, California"
"1400000US06037482202","1552","94","11.9","4.3","0.0","2.5","0.6","0.9","78.9","4.4","0.0","2.5","7.8","3.9","0.8","1.3","15.1","4.3","6.6","3.0","0.4","0.7","32.4","6.1","49.2","6.7","18.0","5.3","1230","118","44.3","7.3","55.7","7.3","69.5","7.3","23.3","7.5","7.2","3.5","322","107","63.0","17.3","42.9","16.6","20.2","15.2","37.0","17.3","31.7","17.1","5.3","5.5","26.7","(X)","30.0","(X)","11.2","(X)","57051","11766","30156","33576","-","**","-","**","62594","8461","-","**","39023","9440","-","**","31688","16410","62083","60450","-","**","80377","46464","57130","13556","25509","33022","63719","7444","70521","19323","56620","15345","66150","9197","54408","19878","33684","47223","21750","12627","23438","28834","12182","10007","96518","126051","20625","21175","18636","17797","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4822.02, Los Angeles County, California"
"1400000US06037482301","1322","78","23.9","7.1","0.0","3.0","0.0","3.0","66.8","7.2","1.0","1.5","5.5","3.5","2.8","2.0","23.0","5.5","7.4","3.1","5.9","4.2","37.1","7.8","43.7","8.2","13.3","4.3","1086","121","44.4","8.9","55.6","8.9","70.5","9.6","6.4","4.1","23.1","9.3","236","125","19.5","16.0","11.4","11.6","8.1","11.0","80.5","16.0","15.3","13.2","65.3","20.6","43.0","(X)","38.3","(X)","54.2","(X)","42138","4796","43500","14017","-","**","-","**","41142","8262","-","**","59125","67881","60139","109472","27402","39535","61622","25896","19300","62724","42949","1781","52391","20809","25427","7590","43038","5091","39444","13334","45000","14674","46667","9167","19261","39055","33969","14809","19400","37262","10357","54314","11607","73767","9327","151859","26250","33480","7000","19020","40676","35519","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4823.01, Los Angeles County, California"
"1400000US06037482303","1582","73","19.2","5.3","0.0","2.5","1.9","1.8","62.3","4.9","1.8","2.5","14.9","4.7","0.0","2.5","32.3","4.3","3.1","1.8","3.0","3.5","42.3","8.1","43.9","8.3","10.7","4.5","1292","113","48.6","8.4","51.4","8.4","64.2","9.0","22.5","7.9","13.2","6.5","290","102","44.1","23.0","25.9","17.9","18.3","20.2","55.9","23.0","42.4","22.8","13.4","16.0","28.8","(X)","30.4","(X)","21.4","(X)","45000","6072","55694","32233","-","**","4091","32984","46071","6024","-","**","44398","14858","-","**","44675","14047","92596","119395","2,500-","***","49940","6876","44071","8550","20833","25714","47569","6771","48547","11712","45000","7565","52707","6369","30430","18775","47583","13390","24609","17722","38036","35582","10893","15929","80492","39923","23594","10156","22042","2957","123319","75866","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4823.03, Los Angeles County, California"
"1400000US06037482304","904","94","14.0","6.8","0.0","4.3","1.2","2.0","47.2","6.8","0.0","4.3","36.1","9.1","1.4","1.7","51.8","7.1","1.0","1.7","3.2","5.1","45.8","13.0","38.5","12.2","12.5","5.1","803","101","62.4","12.1","37.6","12.1","77.5","9.9","13.2","7.8","9.3","7.4","101","71","34.7","32.7","34.7","32.7","0.0","31.5","65.3","32.7","65.3","32.7","0.0","31.5","21.6","(X)","21.9","(X)","0.0","(X)","36071","7702","35938","12182","-","**","-","**","42596","16012","-","**","33917","11711","67969","96131","35188","7177","-","**","-","**","43526","13451","32222","11539","27639","8052","36907","9391","42558","13573","35714","5580","35792","8693","37083","44134","103633","52548","19964","13424","27917","45826","27917","45826","-","**","19857","11935","19857","11935","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4823.04, Los Angeles County, California"
"1400000US06037482401","969","57","19.1","7.3","0.0","4.0","2.2","3.4","53.4","6.7","0.0","4.0","24.9","7.5","0.5","1.1","38.3","6.4","6.3","4.6","1.9","2.6","38.8","7.9","35.9","7.9","23.4","5.3","907","69","40.7","8.5","59.3","8.5","74.3","10.4","19.7","9.0","6.0","4.8","62","50","0.0","41.8","0.0","41.8","0.0","41.8","100.0","41.8","64.5","44.6","35.5","44.6","27.8","(X)","24.3","(X)","50.0","(X)","49671","12230","34271","20252","-","**","-","**","55662","14327","-","**","47102","12643","-","**","45129","14068","22386","432075","-","**","62200","20062","47381","15058","27163","22986","52770","11457","60650","13986","39651","14822","53971","8474","38693","6761","80714","105083","21375","27140","-","**","-","**","-","**","21375","27140","17500","10708","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4824.01, Los Angeles County, California"
"1400000US06037482402","2129","85","18.2","6.9","1.3","1.9","0.0","1.9","57.9","5.8","0.0","1.9","21.1","7.7","1.6","1.8","33.2","5.8","6.2","3.4","0.0","1.9","32.2","7.2","41.9","6.5","25.8","5.3","1753","154","36.1","7.0","63.9","7.0","62.0","7.7","23.2","7.8","14.8","7.4","376","142","37.5","23.8","35.1","23.3","2.4","4.3","62.5","23.8","41.8","22.8","20.7","21.9","24.8","(X)","28.4","(X)","8.5","(X)","50210","6799","42694","16866","-","**","-","**","61071","14101","-","**","45824","5668","69861","7167","44894","3793","41111","47467","-","**","62244","16957","50595","11147","45238","9082","49271","18067","42708","10846","61976","21476","65677","17162","32168","10502","62167","42501","26481","21918","23295","23219","14875","25304","-","**","27176","52198","14385","24695","51477","13369","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4824.02, Los Angeles County, California"
"1400000US06037482502","823","50","15.3","8.0","0.0","4.7","0.0","4.7","69.3","7.7","0.0","4.7","15.4","9.4","0.0","4.7","28.3","7.9","2.4","3.1","1.7","2.8","35.7","6.0","31.5","8.3","31.1","6.6","636","94","33.8","10.8","66.2","10.8","75.0","10.7","20.8","10.4","4.2","4.1","187","91","75.9","20.1","68.4","23.8","7.5","11.8","24.1","20.1","9.1","11.0","15.0","17.3","18.8","(X)","16.4","(X)","20.9","(X)","36452","2996","39706","22104","-","**","-","**","36700","6010","-","**","9583","52683","-","**","36352","6426","11923","84178","2,500-","***","56250","16218","43011","14906","16630","12777","39500","5280","40938","15133","38964","6094","38036","4358","44432","22841","131094","238388","11307","12495","8981","3871","9630","3978","2,500-","***","35114","23349","35568","13635","24688","57519","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4825.02, Los Angeles County, California"
"1400000US06037482503","1018","80","16.5","7.5","0.0","3.8","0.0","3.8","62.3","6.1","3.8","4.4","17.4","7.5","0.0","3.8","30.4","7.4","3.5","4.5","2.1","2.1","32.3","8.7","47.8","10.3","17.8","9.0","862","106","52.4","9.8","47.6","9.8","73.9","10.8","19.3","9.6","6.8","5.1","156","87","55.1","28.5","55.1","28.5","0.0","22.4","44.9","28.5","20.5","19.7","24.4","27.1","19.8","(X)","17.2","(X)","34.6","(X)","37722","6679","25500","38025","-","**","-","**","39944","8174","54306","35002","28403","9990","-","**","28403","11260","19231","29360","42656","31589","34514","14664","43942","10306","29769","9715","37279","10991","43125","13380","35227","10000","34840","13986","45000","22738","42969","29730","38083","30814","18462","22990","18462","22990","-","**","39417","2029","41000","44789","39083","1359","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4825.03, Los Angeles County, California"
"1400000US06037482521","1496","74","22.2","6.2","0.0","2.6","0.8","1.3","49.0","5.6","0.0","2.6","26.2","7.9","1.8","1.8","46.3","5.8","4.7","2.9","1.8","2.3","29.5","7.1","46.4","8.0","22.3","5.6","1235","84","37.2","7.7","62.8","7.7","64.4","9.0","29.3","8.4","6.3","4.3","261","79","46.4","21.5","34.9","19.4","11.5","11.1","53.6","21.5","34.9","21.2","18.8","16.5","25.9","(X)","27.8","(X)","8.8","(X)","54234","11197","72381","17429","-","**","-","**","62386","27119","-","**","31111","3644","43906","49936","40982","24936","38750","65263","14276","46365","76875","21565","54878","32663","30000","26582","58813","12005","42813","18041","62865","15476","60265","19048","42500","35191","115577","42890","22375","29942","21292","3545","21125","2962","83056","162009","71500","75549","70125","89355","79464","108816","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4825.21, Los Angeles County, California"
"1400000US06037482522","1471","73","33.0","7.4","0.0","2.7","0.0","2.7","40.2","5.3","0.0","2.7","24.3","6.7","2.5","2.0","48.5","6.3","10.1","3.8","1.1","1.2","33.0","5.6","37.2","6.6","28.7","6.4","1057","109","41.4","6.6","58.6","6.6","64.4","8.4","28.8","7.8","6.8","5.0","414","103","42.3","15.6","39.9","15.9","2.4","3.9","57.7","15.6","53.1","15.4","4.6","4.8","24.9","(X)","27.2","(X)","16.9","(X)","68291","7302","67216","5338","-","**","-","**","76420","9223","-","**","54904","9959","52125","98686","60987","11493","69526","23039","86250","13283","69167","16725","73274","8883","54306","21193","71483","8873","58229","16013","76681","7547","83906","17851","57443","21072","66932","4663","51019","14887","21406","16454","14972","16993","-","**","61625","19065","54792","23849","127625","118692","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4825.22, Los Angeles County, California"
"1400000US06037482600","2304","111","26.8","5.3","0.7","1.1","0.6","1.0","64.2","6.1","0.0","1.7","7.0","4.2","0.7","1.0","21.6","5.6","13.5","4.1","0.0","1.7","24.2","5.8","37.7","4.5","38.1","5.4","1768","150","28.5","6.4","71.5","6.4","74.2","7.1","18.2","7.4","7.7","3.9","536","148","41.2","17.3","41.2","17.3","0.0","7.2","58.8","17.3","39.4","17.3","19.4","16.9","20.4","(X)","21.4","(X)","17.4","(X)","62308","23115","51765","28534","-","**","-","**","67344","23600","-","**","93716","108194","-","**","93036","44418","44706","13796","-","**","97065","37638","91786","11669","38882","4996","82647","16164","113263","46474","79118","14459","94745","29085","48867","21880","67031","53706","24779","9107","16696","18557","16696","18557","-","**","26291","11177","19485","14640","31346","127293","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4826, Los Angeles County, California"
"1400000US06037482701","1321","90","39.0","8.9","0.5","0.9","1.4","1.7","31.0","6.4","0.5","0.9","25.1","6.9","2.6","3.7","54.4","9.0","9.8","5.0","5.6","5.4","37.6","7.5","26.7","6.1","30.1","5.9","1074","108","45.5","8.8","54.5","8.8","49.3","9.1","36.6","8.9","14.1","7.1","247","95","76.1","20.6","64.8","23.2","11.3","17.7","23.9","20.6","23.9","20.6","0.0","14.9","38.4","(X)","40.1","(X)","27.9","(X)","54696","13531","53719","13634","-","**","107750","134885","48750","16773","-","**","63097","26147","79063","12573","57019","21782","34028","71453","22372","91786","62528","22678","71434","16930","48536","12018","53910","7230","47404","18269","60139","15700","62237","21579","37520","3107","105966","25029","20160","9066","15625","14646","14591","1977","-","**","21891","29587","21891","29587","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4827.01, Los Angeles County, California"
"1400000US06037482702","809","41","40.8","10.6","0.0","4.8","0.0","4.8","44.0","10.6","1.5","2.4","13.7","8.0","0.0","4.8","38.4","7.9","16.1","8.7","0.9","1.9","21.1","7.6","47.2","12.6","30.8","8.7","590","78","35.3","8.4","64.7","8.4","79.3","9.0","5.4","5.1","15.3","8.9","219","70","63.0","24.9","59.8","23.0","3.2","7.2","37.0","24.9","37.0","24.9","0.0","16.6","37.7","(X)","44.2","(X)","20.1","(X)","61417","32975","60333","41786","-","**","-","**","37714","4400","-","**","88988","41202","-","**","84539","19310","38750","87558","-","**","86797","21724","88125","58169","34306","15045","86316","16366","89524","26927","72442","31344","84722","24780","118864","31299","103393","94345","22772","10383","16011","2758","15824","2458","-","**","60417","133718","60417","133718","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4827.02, Los Angeles County, California"
"1400000US06037482800","1302","73","44.1","7.2","0.0","3.0","0.0","3.0","37.3","5.6","0.0","3.0","15.2","5.6","3.4","2.8","45.8","6.8","13.8","5.8","3.2","2.9","32.0","6.6","44.5","5.2","20.3","5.3","1154","77","35.4","7.5","64.6","7.5","67.0","11.4","21.3","8.6","11.7","6.3","148","60","63.5","26.2","55.4","26.9","8.1","12.6","36.5","26.2","36.5","26.2","0.0","23.4","36.9","(X)","38.1","(X)","13.5","(X)","70106","8673","79000","32107","-","**","-","**","69861","17343","-","**","43636","51977","51538","17629","71053","23905","92717","70957","31250","338990","72411","64040","72361","17740","49038","25061","71338","5463","49276","20300","78625","23046","71723","25695","65758","52529","102176","187698","52589","4494","51731","9054","50577","7357","-","**","53095","26727","53095","26727","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 4828, Los Angeles County, California"
"1400000US06037500100","1166","122","76.4","6.3","1.1","1.7","0.0","3.4","15.6","4.5","0.0","3.4","3.0","3.4","3.9","3.4","18.4","4.6","64.8","6.2","0.0","3.4","19.6","4.6","52.1","5.8","28.3","4.5","937","105","36.9","7.0","63.1","7.0","85.2","6.4","7.8","5.3","7.0","4.7","229","81","75.5","13.9","69.4","13.8","6.1","7.2","24.5","13.9","24.5","13.9","0.0","16.0","33.4","(X)","31.5","(X)","41.0","(X)","114423","35719","120521","28571","-","**","-","**","92115","59669","-","**","87431","74999","62750","33532","86458","28816","120313","34327","-","**","90781","82158","146685","39588","58750","35476","136125","28766","145962","48352","129531","55953","145000","24527","95568","34786","87083","72034","38242","5727","35139","27692","24293","19710","92188","41980","66538","44925","66538","44925","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5001, Los Angeles County, California"
"1400000US06037500201","1950","81","89.9","4.3","0.0","2.0","0.0","2.0","4.6","3.1","0.0","2.0","2.8","2.1","2.7","2.3","24.0","5.3","70.2","5.3","0.0","2.0","19.3","6.6","49.8","7.1","30.8","5.4","1602","123","43.4","6.6","56.6","6.6","81.8","6.9","15.4","6.7","2.9","2.6","348","131","55.7","20.2","41.1","21.5","14.7","12.5","44.3","20.2","37.1","17.9","7.2","8.9","21.2","(X)","20.3","(X)","25.6","(X)","116618","12819","121250","18021","-","**","-","**","178750","259218","-","**","60000","43234","115455","11593","123971","37474","116513","16709","-","**","110903","25922","134563","23974","69705","20913","128413","13695","131893","30030","116375","13802","127644","11239","102235","92332","149375","175744","44412","75225","72667","93221","35750","21475","143304","89537","44265","88688","44485","93082","22232","154546","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5002.01, Los Angeles County, California"
"1400000US06037500202","1528","69","82.3","7.3","0.0","2.6","0.6","1.1","4.1","3.0","0.0","2.6","13.0","7.0","0.0","2.6","35.0","7.3","60.3","8.1","0.0","2.6","19.0","4.3","46.5","4.9","34.4","4.7","1272","97","38.0","6.3","62.0","6.3","85.5","5.7","9.9","4.7","4.6","3.3","256","90","72.3","17.6","63.7","20.0","8.6","13.6","27.7","17.6","27.7","17.6","0.0","14.4","22.4","(X)","25.2","(X)","8.6","(X)","122500","19137","128973","22619","-","**","-","**","244844","90300","-","**","101480","32733","-","**","158750","85764","112417","33809","-","**","220211","30710","130417","51823","73214","28166","135481","31524","218224","39914","102083","30450","158491","34167","97692","56733","40568","55203","59000","46373","78438","51047","60875","43792","250,000+","***","22276","75753","22276","75753","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5002.02, Los Angeles County, California"
"1400000US06037500300","1081","38","61.0","10.9","3.4","3.6","0.0","3.6","14.7","4.5","0.0","3.6","18.9","7.5","2.0","2.6","42.4","6.8","38.3","9.0","2.7","2.7","34.5","6.7","49.3","6.8","13.5","3.6","769","74","46.3","10.4","53.7","10.4","74.5","9.2","22.6","8.3","2.9","4.5","312","81","65.7","11.7","62.8","12.6","2.9","5.6","34.3","11.7","31.4","11.3","2.9","5.7","35.6","(X)","33.0","(X)","40.4","(X)","89676","12195","96297","14011","121193","47264","-","**","56979","30876","-","**","87337","5440","-","**","86957","8129","96875","26638","4313","59108","91023","10874","97981","37065","85000","67370","109554","34635","121023","53485","107946","38164","125505","25362","63333","32934","-","**","55000","22272","39438","36557","38875","27290","-","**","80050","42697","80500","32704","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5003, Los Angeles County, California"
"1400000US06037500402","1126","87","67.2","9.5","0.0","3.5","0.6","1.2","0.7","1.3","0.0","3.5","29.6","9.2","1.9","2.4","94.2","3.8","5.1","3.4","2.8","3.3","39.4","9.5","35.2","5.5","22.6","6.4","865","115","54.9","9.0","45.1","9.0","67.2","11.1","28.3","10.9","4.5","5.0","261","118","47.9","23.3","47.9","23.3","0.0","14.2","52.1","23.3","18.4","17.8","33.7","25.8","37.5","(X)","34.5","(X)","42.5","(X)","34500","6858","34772","9271","-","**","-","**","250,000+","***","-","**","29067","18396","95625","75152","34219","5831","51146","22719","17961","24946","37727","15260","38571","20430","30938","16666","34628","6000","34572","9182","35000","18377","34271","4410","41875","26149","18882","16816","29250","25769","21058","14980","21058","14980","-","**","46731","32412","28286","29237","50980","4181","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5004.02, Los Angeles County, California"
"1400000US06037500403","1015","75","43.3","12.9","0.0","3.9","0.0","3.9","3.7","4.6","0.0","3.9","50.9","14.4","2.1","3.7","90.0","9.1","6.3","8.1","0.0","3.9","44.0","12.2","13.9","9.8","42.1","14.1","846","102","42.6","9.3","57.4","9.3","53.1","13.3","37.6","13.4","9.3","7.7","169","97","91.7","14.8","85.2","18.3","6.5","12.6","8.3","14.8","8.3","14.8","0.0","20.9","35.4","(X)","35.5","(X)","34.9","(X)","60282","22033","43558","24800","-","**","-","**","75521","86954","-","**","75253","40659","-","**","61169","24016","19167","66236","-","**","57708","21303","77448","71282","42596","31770","60852","16343","60000","19324","65122","25759","67287","10933","24894","55130","52057","89206","18528","1745","18246","1852","18024","1955","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5004.03, Los Angeles County, California"
"1400000US06037500404","1282","82","59.4","11.1","0.0","3.1","1.1","1.7","8.3","5.4","0.0","3.1","31.1","10.5","0.0","3.1","85.6","8.6","6.1","7.1","3.1","5.0","34.8","9.0","37.9","7.6","24.2","9.3","1012","119","50.0","12.7","50.0","12.7","67.9","10.9","21.9","9.0","10.2","9.4","270","116","53.0","31.2","40.4","27.2","12.6","19.7","47.0","31.2","5.6","9.3","41.5","32.7","37.8","(X)","41.0","(X)","24.4","(X)","75000","23994","87719","27559","-","**","-","**","117090","16025","-","**","57566","18004","-","**","64837","8004","160952","101122","-","**","101827","27030","64020","22165","52028","22494","79270","11167","91250","25740","62059","8811","89364","9084","66000","24368","97524","83381","24808","49532","51953","40116","31477","48694","-","**","24054","73108","2,500-","***","24295","94859","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5004.04, Los Angeles County, California"
"1400000US06037500500","887","53","56.7","10.7","1.6","2.4","0.0","4.4","4.5","4.0","0.0","4.4","30.6","10.0","6.7","4.5","83.8","6.7","7.7","4.8","0.0","4.4","29.7","7.2","40.2","9.1","30.1","8.3","647","86","43.6","11.5","56.4","11.5","75.0","12.7","14.7","10.6","10.4","8.1","240","91","72.9","21.5","68.3","22.1","4.6","7.6","27.1","21.5","27.1","21.5","0.0","15.3","28.5","(X)","31.1","(X)","21.7","(X)","46369","8561","47904","20869","-","**","-","**","87500","135533","-","**","44219","16495","18750","128122","48306","10107","11667","29790","-","**","59519","15735","44148","18897","27528","16014","50607","6434","48611","4151","56875","18112","50964","4891","30938","49654","59250","36613","17917","10315","14050","7492","13500","6044","-","**","81055","52990","81055","52990","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5005, Los Angeles County, California"
"1400000US06037500600","1354","86","66.0","8.9","0.8","1.4","0.8","1.4","0.0","2.9","1.0","1.8","30.7","8.9","0.7","1.0","90.0","4.5","6.7","3.7","3.8","4.3","26.6","7.4","38.0","9.9","31.7","6.8","1140","117","40.3","10.0","59.7","10.0","65.7","9.5","22.6","8.0","11.7","7.1","214","106","68.7","20.9","35.5","23.2","33.2","26.9","31.3","20.9","24.8","18.8","6.5","10.0","33.2","(X)","33.7","(X)","30.8","(X)","54048","13492","52305","18848","-","**","-","**","-","**","-","**","56364","15322","-","**","51445","11009","107375","18986","14777","10881","63116","14465","64875","13298","45809","21878","58015","14496","57981","27444","58036","17404","66607","6916","48452","7946","42841","40561","28854","27180","24688","42815","17778","9250","46875","4866","29115","27639","28385","10437","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5006, Los Angeles County, California"
"1400000US06037500700","1632","109","62.1","7.8","0.0","2.4","0.4","0.8","1.1","1.5","0.0","2.4","31.7","7.8","4.6","2.5","89.6","4.7","6.6","3.1","0.6","1.0","39.7","7.9","34.6","6.7","25.1","4.3","1460","130","42.6","8.1","57.4","8.1","73.5","8.0","12.5","5.5","14.0","6.0","172","88","84.3","11.7","73.3","16.0","11.0","14.7","15.7","11.7","15.7","11.7","0.0","20.6","36.8","(X)","36.3","(X)","33.1","(X)","65069","9486","57250","16366","-","**","-","**","2,500-","***","-","**","71635","10126","47159","20906","65804","11582","36023","6223","-","**","75811","13789","66652","29737","51055","10685","69917","9698","68958","18091","72813","12891","71683","8416","41375","51236","78611","54267","25714","17471","34861","20116","27143","20206","47159","34565","6406","17001","6406","17001","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5007, Los Angeles County, California"
